Data Medicao;PRECIPITACAO TOTAL;PRESSAO ATMOSFERICA MEDIA ;TEMPERATURA DO PONTO DE ORVALHO ;TEMPERATURA MEDIA;UMIDADE RELATIVA DO AR;VENTO, VELOCIDADE MEDIA
15/02/2014;32,4;915,020833;14,441667;16,666667;86,75;3,670833
16/02/2014;6;915,15;15,145833;16,654167;90,916667;2,6125
17/02/2014;7;914,408333;15,983333;18,608333;85,5;3,033333
18/02/2014;7,2;914,258333;15,608333;18,358333;84,333333;3,020833
19/02/2014;2,2;913,616667;13,4875;19,033333;71,541667;2,1375
20/02/2014;0;911,854167;14,270833;19,958333;72,291667;1,6125
21/02/2014;0;911,375;16,016667;23,108333;67,083333;1,758333
22/02/2014;0,4;912,204167;17,216667;20,370833;82,208333;1,020833
23/02/2014;3,8;911,3625;17,008333;20,608333;80,541667;1,204167
24/02/2014;3;911,691667;16,516667;22,0125;72,333333;2,1875
25/02/2014;0,2;912,279167;16,070833;22,520833;69,083333;1,579167
26/02/2014;0,4;910,8625;16,741667;23,858333;66,291667;1,516667
27/02/2014;0;908,4125;17,295833;21,870833;75,625;1,833333
28/02/2014;26;908,045833;16,4;19,541667;82,75;1,479167
01/03/2014;3;908,425;13,595833;20,608333;69,083333;1,679167
02/03/2014;0;911,004167;15,379167;20,3375;74,625;1,783333
03/03/2014;0,2;913,083333;15,3875;19,729167;76,75;2,391667
04/03/2014;0;912,9375;16,2875;19,9375;79,958333;2,1125
05/03/2014;22,8;911,7625;16,983333;20,1125;83,375;1,3
06/03/2014;7;910,4875;16,279167;22,45;70,958333;1,941667
07/03/2014;0;911,0125;14,375;19,791667;72,291667;1,6
08/03/2014;3,4;910,166667;14,495833;19,279167;75,458333;1,295833
09/03/2014;40,4;909,975;15,720833;20,191667;77,958333;1,508333
10/03/2014;16,8;910,754167;14,7625;22,804167;64,958333;1,6375
11/03/2014;13,8;910,775;16,95;21,683333;75,75;1,433333
12/03/2014;0;914,066667;17,629167;19,783333;87,5;1,225
13/03/2014;25;914,866667;17,158333;19,0125;89,291667;0,95
14/03/2014;19,8;912,529167;16,704167;21,954167;74,166667;1,633333
15/03/2014;0;911,325;16,454167;23,433333;66,583333;1,7125
16/03/2014;0;910,933333;17,3125;24,158333;67,916667;1,266667
17/03/2014;0;910,841667;16,6625;23,8125;66,458333;1,775
18/03/2014;9,6;912,066667;16,583333;22,208333;71,75;1,308333
19/03/2014;7,4;910,279167;17,416667;21,879167;77,625;1,329167
20/03/2014;4,4;907,320833;16,6125;20,216667;80,166667;2,8875
21/03/2014;15,8;907,9125;16,679167;19,929167;81,75;2,2
22/03/2014;11,4;912,625;16,133333;20,125;78,75;1,175
23/03/2014;0,2;915,7875;11,0625;15,6125;74,833333;2,491667
24/03/2014;0;915,854167;12,641667;17,404167;74,541667;1,870833
25/03/2014;0;916,9375;12,891667;18,016667;73,666667;1,9125
26/03/2014;0,4;917,8;13,0125;17,4625;76,083333;1,8
27/03/2014;0;915,858333;14,979167;19,7375;75,333333;2,0625
28/03/2014;0;914,141667;15,179167;19,9875;75,166667;1,704167
29/03/2014;0;912,441667;15,683333;20,7875;73,875;1,791667
30/03/2014;0;911,629167;16,983333;19,279167;86,708333;1,320833
31/03/2014;13,4;912,595833;17,333333;20,783333;81,625;1,170833
01/04/2014;0,2;913,933333;16,470833;21,116667;77;0,9625
02/04/2014;0;913,965217;15,943478;19,552174;80;1,595652
03/04/2014;9,8;913,9875;16,7875;18,733333;88,5;2,408333
04/04/2014;8;916,878261;15,247826;18,23913;82,956522;2,734783
05/04/2014;1;916,708333;15,008333;19,829167;75;1,804167
06/04/2014;0;914,695833;14,5375;21,479167;66,708333;1,354167
07/04/2014;0,2;912,345833;15,391667;21,454167;72,166667;0,879167
08/04/2014;0;910,879167;17,4125;21,5625;78,875;1,325
09/04/2014;3,2;910,695833;15,908333;19,716667;79,041667;1,908333
10/04/2014;5;912,425;15,8;19,141667;81,875;1,220833
11/04/2014;0;912,758333;16,083333;20,004167;79,416667;1,566667
12/04/2014;0;910,020833;17,908333;20,733333;84,166667;2,1875
13/04/2014;24,4;912,729167;14,191667;19,2;74,125;1,254167
14/04/2014;0,2;915,1625;12,604167;15,358333;83,875;2,058333
15/04/2014;0,2;915,129167;12,829167;14,675;88,833333;1,3625
16/04/2014;17,2;914,204167;14,175;17,216667;82,833333;1,3125
17/04/2014;0;913,75;14,1875;19,045833;74,583333;0,866667
18/04/2014;0;911,729167;15,108333;20,179167;74,333333;1,045833
19/04/2014;0;912,358333;15,383333;20,408333;74,708333;0,820833
20/04/2014;1;913,870833;15,333333;18,641667;81,958333;1,341667
21/04/2014;0;914,0625;14,170833;18,270833;77,916667;1,475
22/04/2014;0,6;911,966667;15,033333;18,9875;78,958333;1,1125
23/04/2014;0,8;913,820833;13,504167;16,4125;83,083333;1,8375
24/04/2014;0,2;914,5;12,6625;16,429167;79,125;1,220833
25/04/2014;0;913,3625;11,758333;16,179167;76,041667;1,220833
26/04/2014;0;914,270833;10,795833;15,504167;74,625;1,85
27/04/2014;0,2;916,825;10,4875;14,4875;77,666667;2,083333
28/04/2014;3,2;918,620833;10,729167;13,758333;82,791667;2,0625
29/04/2014;0,6;916,079167;10,070833;14,029167;78,5;1,245833
30/04/2014;0;910,879167;11,158333;15,5125;76,708333;1,804167
01/05/2014;1,2;907,104167;12,25;17,695833;70,958333;4,358333
02/05/2014;0;913,6125;11,829167;17,029167;75;1,083333
03/05/2014;0;916,783333;13,216667;17,558333;77,5;1,3875
04/05/2014;0;914,879167;13,533333;19,204167;72,75;1,366667
05/05/2014;0;913,783333;14,220833;18,858333;75,208333;0,654167
06/05/2014;0;914,220833;13,9;19,420833;71,875;0,8625
07/05/2014;0,2;915,104167;12,916667;19,666667;69,416667;0,8125
08/05/2014;0,2;913,025;14,4375;19,541667;75,166667;1,779167
09/05/2014;0;911,3875;11,6;17,316667;70,666667;1,445833
10/05/2014;0;914,941667;10,279167;13,4125;81,833333;2,129167
11/05/2014;1,2;917,879167;11,120833;13,154167;87,708333;2,775
12/05/2014;1;915,404167;11,6375;15,141667;80,833333;1,120833
13/05/2014;0;913,666667;11,6375;16,816667;73,833333;1,254167
14/05/2014;0;914,720833;13,370833;15,975;85,083333;0,583333
15/05/2014;14,2;914,3625;13,741667;17,766667;79,166667;0,716667
16/05/2014;0,4;912,7125;12,745833;17,775;74,208333;1,220833
17/05/2014;0;914,275;12,5625;17,054167;76,375;1,458333
18/05/2014;0;913,7625;11,9875;17,083333;74,916667;0,854167
19/05/2014;0;914,495833;12,679167;16,7;79,208333;0,8625
20/05/2014;0;913,725;12,325;18,079167;72;1,220833
21/05/2014;0;910,316667;12,158333;17,6875;72,291667;1,704167
22/05/2014;4;907,033333;14,2875;18,270833;78,708333;2,704167
23/05/2014;8,4;912,2125;13,558333;14,7875;92,458333;1,85
24/05/2014;20;914,816667;10,045833;11,541667;90,75;1,045833
25/05/2014;1,2;913,504167;10,279167;11,520833;92,041667;1,295833
26/05/2014;31,8;910,35;9,791667;13,458333;79,5;3,029167
27/05/2014;0,4;915,1375;9,366667;12,395833;81,916667;1,445833
28/05/2014;0,4;916,145833;8,958333;13,225;76,625;0,725
29/05/2014;0;916,3875;8,383333;12,441667;77,083333;1,383333
30/05/2014;0;916,591667;9,466667;13,495833;78;1,383333
31/05/2014;0,2;913,1;10,616667;13,516667;83,333333;1,1375
01/06/2014;10,6;908,5125;11,5125;16,066667;76;2,491667
02/06/2014;0;910,156522;5,195652;11,66087;65,956522;1,93913
03/06/2014;null;null;null;null;50,333333;null
04/06/2014;null;null;null;null;54,2;null
05/06/2014;0;907,966667;10,420833;17,3625;64,291667;1,9875
06/06/2014;52,4;906,841667;15,145833;18,2;83;2,183333
07/06/2014;89,4;907,7125;15,570833;16,904167;91,833333;1,379167
08/06/2014;12,6;908,033333;15,008333;18,245833;82,5;1,7
09/06/2014;6,8;915,758333;13,3625;15,575;86,875;1,345833
10/06/2014;0,4;920,870833;10,179167;13,395833;81,166667;1,9
11/06/2014;0;919,6625;11,645833;14,445833;83,625;1,991667
12/06/2014;0,2;917,504167;13,441667;17,158333;80,333333;1,458333
13/06/2014;0;917,541667;13,575;17,879167;77,791667;1,420833
14/06/2014;0;917,104167;14,070833;17,9625;79,416667;1,079167
15/06/2014;0;918,341667;13,908333;16,45;85,166667;1,2125
16/06/2014;0,6;918,016667;13,533333;17,041667;80,791667;1,066667
17/06/2014;0;917,391667;13,945833;17,658333;80,833333;0,841667
18/06/2014;10,2;918,016667;12,770833;14,954167;86,875;1,2875
19/06/2014;1,6;920,158333;7,158333;10,016667;82,541667;1,9
20/06/2014;0;918,26087;6,991304;11,06087;76,869565;1,169565
21/06/2014;0;917,966667;7,704167;11,754167;77,375;1,3625
22/06/2014;0;917,733333;9,679167;14,154167;76,458333;1,2625
23/06/2014;0;916,433333;11,566667;16,470833;74,958333;1,366667
24/06/2014;0;915,45;12,1125;17,7125;72,041667;1,183333
25/06/2014;0;912,983333;12,558333;17,4;74,083333;0,720833
26/06/2014;0;911,8;13,195833;18,3625;73,458333;1,429167
27/06/2014;0;912,945833;14,445833;17,620833;82,75;1,675
28/06/2014;0;914,129167;14,258333;17,183333;84,916667;1,516667
29/06/2014;18,4;911,679167;10,7375;14,654167;78,708333;3,975
30/06/2014;0,4;911,395652;3,821739;12,1;59,521739;4,334783
01/07/2014;null;912,711111;-0,544444;null;45,222222;2,45
02/07/2014;null;914,14;5,32;null;59,2;0,515
03/07/2014;0;916,004167;11,908333;18,133333;68,5;0,908333
04/07/2014;0;916,733333;12,558333;19,6125;67,416667;0,904167
05/07/2014;0;915,995833;11,616667;19,675;62,916667;1,2125
06/07/2014;0;915,929167;10,845833;17,358333;67,333333;1,129167
07/07/2014;0;917,5375;12,225;16,379167;77,291667;0,995833
08/07/2014;7,8;920,65;10,325;12,645833;85,791667;1,466667
09/07/2014;0;918,7375;11,033333;13,1125;87,25;1,816667
10/07/2014;2;917,9875;11,045833;12,879167;89;1,5625
11/07/2014;0,2;918,920833;9,479167;12,033333;85;1,095833
12/07/2014;0;920,216667;10,670833;12,970833;86,416667;1,741667
13/07/2014;0,2;921,108333;10,395833;14,3625;78,458333;1,5125
14/07/2014;0;919,866667;10,220833;14,0625;78,833333;1,529167
15/07/2014;0;918,904167;10,254167;13,604167;81;1,579167
16/07/2014;0;917,8125;11,425;15,420833;78,75;1,004167
17/07/2014;0;916,4625;12,408333;16,879167;77,791667;1,375
18/07/2014;17;914,033333;9,041667;14,575;70,708333;4,2375
19/07/2014;null;null;null;null;null;null
20/07/2014;null;null;null;null;null;null
21/07/2014;null;null;null;null;null;null
22/07/2014;null;null;null;null;null;null
23/07/2014;null;null;null;null;null;null
24/07/2014;null;null;null;null;null;null
25/07/2014;null;null;null;null;null;null
26/07/2014;null;null;null;null;null;null
27/07/2014;null;null;null;null;null;null
28/07/2014;null;null;null;null;null;null
29/07/2014;null;null;null;null;null;null
30/07/2014;null;null;null;null;null;null
31/07/2014;null;null;null;null;null;null
01/08/2014;null;null;null;null;null;null
02/08/2014;null;null;null;null;null;null
03/08/2014;null;null;null;null;null;null
04/08/2014;null;null;null;null;null;null
05/08/2014;null;null;null;null;null;null
06/08/2014;null;null;null;null;null;null
07/08/2014;null;null;null;null;null;null
08/08/2014;null;null;null;null;null;null
09/08/2014;null;null;null;null;null;null
10/08/2014;null;null;null;null;null;null
11/08/2014;null;null;null;null;null;null
12/08/2014;null;null;null;null;null;null
13/08/2014;null;null;null;null;null;null
14/08/2014;null;null;null;null;null;null
15/08/2014;null;null;null;null;null;null
16/08/2014;null;null;null;null;null;null
17/08/2014;null;null;null;null;null;null
18/08/2014;null;null;null;null;null;null
19/08/2014;null;null;null;null;null;null
20/08/2014;null;null;null;null;null;null
21/08/2014;null;null;null;null;null;null
22/08/2014;null;null;null;null;null;null
23/08/2014;null;null;null;null;null;null
24/08/2014;null;null;null;null;null;null
25/08/2014;null;null;null;null;null;null
26/08/2014;null;null;null;null;null;null
27/08/2014;null;null;null;null;null;null
28/08/2014;null;null;null;null;null;null
29/08/2014;null;null;null;null;null;null
30/08/2014;null;null;null;null;null;null
31/08/2014;null;null;null;null;null;null
01/09/2014;null;null;null;null;null;null
02/09/2014;null;null;null;null;null;null
03/09/2014;null;null;null;null;null;null
04/09/2014;null;null;null;null;null;null
05/09/2014;null;null;null;null;null;null
06/09/2014;null;null;null;null;null;null
07/09/2014;null;null;null;null;null;null
08/09/2014;null;null;null;null;null;null
09/09/2014;null;null;null;null;null;null
10/09/2014;null;null;null;null;null;null
11/09/2014;null;null;null;null;null;null
12/09/2014;null;null;null;null;null;null
13/09/2014;null;null;null;null;null;null
14/09/2014;null;null;null;null;null;null
15/09/2014;null;null;null;null;null;null
16/09/2014;null;null;null;null;null;null
17/09/2014;null;null;null;null;null;null
18/09/2014;null;null;null;null;null;null
19/09/2014;null;null;null;null;null;null
20/09/2014;null;null;null;null;null;null
21/09/2014;null;null;null;null;null;null
22/09/2014;null;null;null;null;null;null
23/09/2014;null;null;null;null;null;null
24/09/2014;null;null;null;null;null;null
25/09/2014;null;null;null;null;null;null
26/09/2014;null;null;null;null;null;null
27/09/2014;null;null;null;null;null;null
28/09/2014;null;null;null;null;null;null
29/09/2014;null;null;null;null;null;null
30/09/2014;null;null;null;null;null;null
01/10/2014;null;null;null;null;null;null
02/10/2014;null;null;null;null;null;null
03/10/2014;null;null;null;null;null;null
04/10/2014;null;null;null;null;null;null
05/10/2014;null;null;null;null;null;null
06/10/2014;null;null;null;null;null;null
07/10/2014;null;null;null;null;null;null
08/10/2014;null;null;null;null;null;null
09/10/2014;null;911,220833;11,854167;20,354167;65,125;1,9375
10/10/2014;0;911,416667;11,416667;22,629167;58,458333;1,845833
11/10/2014;0;913,075;14,1625;23,283333;60,125;1,475
12/10/2014;0;913,341667;12,920833;23,854167;59;1,445833
13/10/2014;0;911,85;12,3875;25,091667;51;1,545833
14/10/2014;0;912,366667;16,720833;21,7875;74,541667;1,933333
15/10/2014;0,2;915,533333;15,908333;19,45;80,5;2,3875
16/10/2014;0;913,8625;14,604167;21,65;67,958333;2,620833
17/10/2014;0;912,341667;15,5625;21,120833;74,166667;1,908333
18/10/2014;16,2;911,395833;14,7375;18,825;77,958333;1,525
19/10/2014;0,2;909,9625;14,920833;19,520833;78,083333;1,8625
20/10/2014;0,4;912,8625;14,408333;17,008333;85,083333;1,4125
21/10/2014;0,2;916,541667;10,05;14,7875;73,791667;2,8
22/10/2014;0;917,2375;10,670833;14,570833;77,916667;2,566667
23/10/2014;0,6;915,229167;12,366667;17,104167;75,041667;1,925
24/10/2014;0,2;912,433333;15,166667;18,575;82,416667;1,104167
25/10/2014;0;911,1375;15,320833;19,658333;77,5;1,45
26/10/2014;2,8;911,320833;16,370833;20,104167;80,625;1,533333
27/10/2014;0;913,541667;13,7375;19,8;69,916667;1,820833
28/10/2014;0;913,220833;9,566667;19,941667;57,583333;1,3375
29/10/2014;0;908,854167;9,783333;20,9;57,041667;1,4625
30/10/2014;0;906,883333;11,895833;23,875;52,625;1,429167
31/10/2014;0;909,7;16,7875;23,416667;68,458333;1,904167
01/11/2014;0;912,133333;16,7875;23,091667;71,25;1,991667
02/11/2014;0,2;913,575;17,2875;20,5625;81,833333;2,083333
03/11/2014;0;909,779167;16,716667;22,3375;72,125;1,541667
04/11/2014;0;908,083333;18,308333;21,5875;82,791667;1,066667
05/11/2014;52,4;912,579167;15,158333;17,375;87,041667;2,129167
06/11/2014;0,2;914,558333;15,008333;18,9375;79,125;1,954167
07/11/2014;6,8;911,341667;15,441667;17,745833;86,583333;2,041667
08/11/2014;9,8;909,0375;15,379167;19,129167;81,5;1,304167
09/11/2014;5,8;911,329167;12,379167;19,654167;66,708333;1,770833
10/11/2014;0,6;911,1875;12,35;19,379167;67,458333;1,1125
11/11/2014;0,2;909,6625;10,254167;19,575;61,083333;1,704167
12/11/2014;0;906,154167;11,483333;19,654167;62,625;1,783333
13/11/2014;0;906,3375;15,720833;19,266667;81,416667;1,866667
14/11/2014;0;911,070833;11,366667;13,908333;85;2,845833
15/11/2014;0,2;913,954167;11,379167;15,629167;77,5;1,979167
16/11/2014;2,2;914,383333;10,833333;16,770833;71,666667;1,325
17/11/2014;0,6;913,95;9,766667;16,954167;65,791667;2,025
18/11/2014;0,2;912,6375;10,154167;16,595833;66,833333;2,995833
19/11/2014;0;911,3375;13,266667;18,6;72,291667;2,1625
20/11/2014;0;911,745833;16,470833;18,9375;86,583333;1,620833
21/11/2014;0,6;911,095833;16,666667;20,966667;78,25;1,5375
22/11/2014;18,6;909,341667;17,0875;21,75;76,791667;2,266667
23/11/2014;0;910,85;16,229167;20,016667;79,458333;1,916667
24/11/2014;0;912,095833;15,570833;20,158333;76;2,7
25/11/2014;0,2;908,691667;17,016667;20,475;81,166667;1,958333
26/11/2014;12,6;906,1875;17,308333;21,566667;78,75;2,2
27/11/2014;3,4;910,025;15,154167;21,120833;70,416667;2,258333
28/11/2014;0;913,05;14,541667;19,420833;74;2,458333
29/11/2014;0;914,2;13,670833;18,55;73,791667;3,158333
30/11/2014;0,4;913,308333;15,2125;19,266667;78;2,770833
01/12/2014;0;912,125;15,9;21,091667;73,5;1,629167
02/12/2014;0;910,420833;16,979167;23,758333;68,833333;1,891667
03/12/2014;0;909,258333;16,85;22,891667;69,875;2,95
04/12/2014;6;912,166667;14,945833;17,633333;84,541667;2,483333
05/12/2014;0,2;914,375;12,05;18,204167;69,25;3,108333
06/12/2014;0;914,241667;12,741667;18,0125;72;2,895833
07/12/2014;0;913,270833;15,370833;21,845833;70,208333;1,7375
08/12/2014;0;912,116667;15,241667;22,883333;65,833333;1,354167
09/12/2014;0;910,254167;16,358333;21,941667;71,25;1,304167
10/12/2014;7,2;908,729167;17,308333;21,425;78,5;1,833333
11/12/2014;0,4;910,120833;17,075;22,0625;74,625;1,570833
12/12/2014;0;909,558333;18,058333;21,95;79,416667;1,591667
13/12/2014;6;905,891667;17,645833;22,375;76,833333;2,270833
14/12/2014;0,4;909,404167;15,183333;20,145833;73,791667;2,879167
15/12/2014;0;913,3125;12,604167;18,620833;68,958333;2,75
16/12/2014;0;913,866667;12,508333;18,5875;69,208333;2,683333
17/12/2014;0;910,725;11,658333;20,554167;60,541667;1,466667
18/12/2014;0;908,495833;16,358333;21,9125;72,333333;1,158333
19/12/2014;1,8;907,954167;17,545833;21,483333;79,541667;1,925
20/12/2014;3,6;906,9125;17,745833;23,6125;72,5;2,379167
21/12/2014;0;906,025;18,491667;23,491667;74,125;3,0625
22/12/2014;47,6;908,516667;17,55;19,229167;90,291667;2,35
23/12/2014;31,6;913,875;14,1375;16,116667;88,208333;3,141667
24/12/2014;4,6;914,475;13,75;15,504167;89,416667;2,483333
25/12/2014;3,4;914,895833;16,816667;19,375;86;1,545833
26/12/2014;18,2;915,583333;17,85;21,920833;79,916667;1,35
27/12/2014;3,8;913,245833;18,583333;23,691667;74,916667;1,558333
28/12/2014;0;910,308333;18,2125;24,1375;71,958333;1,970833
29/12/2014;1,6;908,916667;17,354167;21,495833;77,875;1,808333
30/12/2014;7,6;908,408333;17,004167;22,791667;71,75;2,058333
31/12/2014;6,2;908,529167;17,766667;22,091667;77,5;2,416667
01/01/2015;0,2;909,129167;17,791667;23,058333;72,666667;2,5
02/01/2015;10,2;909,55;17,266667;23,416667;69,25;3,4
03/01/2015;0,8;912,975;17,066667;19,791667;84,458333;1,833333
04/01/2015;7,2;913,591667;17,220833;20,929167;80,75;1,529167
05/01/2015;10,4;914,058333;18,645833;20,825;87,958333;1,795833
06/01/2015;22;914,054167;18,0125;22,7;78;1,45
07/01/2015;34,2;912,433333;18,304167;22,920833;76,75;1,533333
08/01/2015;0,4;912,654167;17,133333;23,170833;70,25;1,395833
09/01/2015;4,8;912,191667;17,229167;24,166667;68,375;2,329167
10/01/2015;0;912,708333;17,745833;23,704167;70,041667;1,266667
11/01/2015;3;912,5;18,029167;23,654167;73,541667;1,095833
12/01/2015;17,8;912,1625;16,970833;25,725;62,958333;1,633333
13/01/2015;0,8;912,391667;16,875;24,566667;64,708333;1,883333
14/01/2015;11,2;912,625;16,195833;23,691667;66,125;2,329167
15/01/2015;0,4;913,55;16,629167;24,0625;64,583333;1,75
16/01/2015;0;913,804167;18,116667;24,754167;68,791667;1,529167
17/01/2015;0;912,020833;18,470833;26,2375;65,666667;1,8125
18/01/2015;0;912,0625;17,583333;25,4375;64,291667;1,791667
19/01/2015;0;912,783333;18,25;24,075;72,375;1,708333
20/01/2015;8,2;911,133333;17,591667;24,35;70,666667;1,466667
21/01/2015;10,8;912,066667;16,879167;20,745833;79,875;1,804167
22/01/2015;0,6;914,741667;15,708333;18,970833;81,958333;2,970833
23/01/2015;0,6;914,579167;13,891667;19,504167;71,875;2,295833
24/01/2015;0;911,854167;15,275;21,6375;70,208333;1,570833
25/01/2015;0;911,0375;16,729167;22,429167;72;1,979167
26/01/2015;1,6;910,9;15,65;22,708333;66,916667;1,633333
27/01/2015;0;911,2125;17,2125;23,720833;68,25;1,795833
28/01/2015;11,8;910,933333;18,1375;22,666667;77;2,158333
29/01/2015;4,2;909,775;17,720833;22,566667;74,833333;3,729167
30/01/2015;9,8;913,1125;16,458333;18,316667;89,291667;2,116667
31/01/2015;2,2;915,341667;15,2125;18,883333;79,833333;2,179167
01/02/2015;0;914,604167;16,608333;20,3375;79,958333;1,7625
02/02/2015;0,2;913,270833;16,7;21,595833;75,125;1,3125
03/02/2015;0;910,916667;17,2375;21,175;80,041667;1,358333
04/02/2015;18,6;907,845833;17,154167;19,445833;87,333333;1,066667
05/02/2015;51,8;905,6875;16,558333;18,8375;87,083333;1,254167
06/02/2015;5,4;905,829167;15,516667;19,516667;79,208333;1,179167
07/02/2015;6,8;906,683333;15,283333;20,720833;73,333333;1,775
08/02/2015;0;909,245833;16,5125;21,495833;75,166667;1,845833
09/02/2015;20,6;909,8625;16,8;22,966667;71,541667;1,529167
10/02/2015;1;910,491667;18,154167;23,920833;72,833333;1,891667
11/02/2015;0;911,825;18,908333;24,225;73,666667;1,916667
12/02/2015;4,4;912,5375;19,116667;23,470833;77,416667;1,916667
13/02/2015;4,4;913,529167;18,025;22,8375;76,25;1,720833
14/02/2015;15;912,925;18,466667;19,775;92,5;1,266667
15/02/2015;34,8;912,395833;16,520833;17,7875;92,375;1,683333
16/02/2015;6,8;911,9875;16,233333;18,416667;87,541667;1,741667
17/02/2015;0,2;910,9625;16,266667;18,0375;89,708333;1,8
18/02/2015;8,8;907,416667;17,908333;19,6625;90,458333;1,241667
19/02/2015;11,6;906,9;18,670833;22,383333;81,041667;2,425
20/02/2015;0;910,454167;18,633333;22,058333;81,5;1,920833
21/02/2015;13,6;914,966667;19,254167;22,366667;83,75;2,020833
22/02/2015;0;915,816667;16,6625;23,2125;68,833333;1,895833
23/02/2015;0;914,870833;16,895833;22,591667;72,458333;1,0125
24/02/2015;0;914,166667;17,675;20,970833;82,375;1,179167
25/02/2015;30,6;913,583333;15,708333;21,445833;72,291667;1,633333
26/02/2015;2,2;911,583333;17,05;22,804167;72,333333;1,6125
27/02/2015;4,2;909,65;16,595833;22,529167;71,75;2,1625
28/02/2015;3,8;912,8625;16,658333;19,916667;82,083333;2,4375
01/03/2015;0,2;915,416667;14,0125;19,508333;71,958333;3,154167
02/03/2015;0;914,683333;15,129167;19,654167;75,625;2,041667
03/03/2015;0;913,504167;15,841667;21,170833;73,083333;1,679167
04/03/2015;0;913,054167;16,3625;21,570833;74,458333;1,429167
05/03/2015;0;912,0625;18,279167;22,1;80,25;1,329167
06/03/2015;45,6;910,833333;18,779167;20,775;88,958333;0,85
07/03/2015;4,2;910,979167;18,0125;20,591667;85,916667;1,875
08/03/2015;15,6;911,016667;17,625;19,4875;89,666667;1,266667
09/03/2015;10,4;909,779167;16,9375;19,479167;85,916667;1,145833
10/03/2015;0,4;908,004167;17,104167;20,466667;82,333333;1,316667
11/03/2015;1,8;907,3625;16,795833;20,2375;82,625;1,425
12/03/2015;11,2;908,6375;16,758333;21,354167;77,208333;1,245833
13/03/2015;16;909,908333;16,770833;21,591667;76,666667;1,245833
14/03/2015;0;911,370833;17,604167;20,925;82,458333;0,758333
15/03/2015;11,2;911,458333;17,9125;22,2125;78,666667;0,891667
16/03/2015;0;911,591667;18,05;20,75;84,875;0,975
17/03/2015;10,2;913,016667;17,291667;19,558333;87,125;1,725
18/03/2015;0;914,5125;15,379167;18,804167;81,041667;1,954167
19/03/2015;0;914,591667;15,016667;18,991667;78,083333;2,008333
20/03/2015;0;911,5625;16,616667;20,1;81,291667;1,2375
21/03/2015;0,2;909,108333;16,75;20,4;80,875;1,266667
22/03/2015;4;910,454167;15,120833;17,558333;85,708333;2,054167
23/03/2015;0,2;914,366667;14,375;17,725;81,5;1,6375
24/03/2015;0;916,691667;14,154167;19,066667;74,666667;1,3875
25/03/2015;0;915,895833;14,1;19,258333;73,875;1,625
26/03/2015;0;912,008333;14,583333;20,6625;72,625;1,3375
27/03/2015;0,4;913,479167;16,9125;21,245833;78,083333;1,479167
28/03/2015;30,2;915,145833;17,879167;19,425;91,25;1,358333
29/03/2015;18,8;913,133333;17,183333;18,2;93,875;1,429167
30/03/2015;10,2;910,195833;17,208333;19,516667;87,166667;1,633333
31/03/2015;6,2;910,775;13,675;20,116667;68,875;2,116667
01/04/2015;0;912,929167;15,283333;19,5625;79,166667;0,908333
02/04/2015;0;914,508333;13,6;18,929167;73,375;1,329167
03/04/2015;0,2;913,1;13,191667;18,1625;75,75;1,241667
04/04/2015;0;910,375;13,1875;18,645833;73,791667;1,095833
05/04/2015;0,2;906,570833;16,8375;20,4875;80,291667;2,170833
06/04/2015;1;908,404167;13,404167;18,329167;73,75;2,579167
07/04/2015;0;913,595833;10,4125;14,866667;75,208333;2,5625
08/04/2015;0;914,808333;11,208333;16,35;72,541667;2,245833
09/04/2015;0;915,508333;13,2875;17,941667;75,958333;1,383333
10/04/2015;0;916,533333;13,9625;18,558333;76,458333;1,016667
11/04/2015;0,2;915,0625;13,1125;19,1625;72,208333;0,816667
12/04/2015;0;913,858333;14,616667;18,95;78,833333;1,154167
13/04/2015;0;915,016667;13,279167;18,3875;74,125;1,254167
14/04/2015;0;913,8625;13,9625;19,304167;73,708333;1,145833
15/04/2015;0;911,5875;14,933333;20,391667;72,583333;1,5375
16/04/2015;0;912,245833;16,625;19,9625;82,291667;1,129167
17/04/2015;2,4;913,991667;16,591667;19,345833;85,333333;1,279167
18/04/2015;0;911,9125;15,5875;20,445833;75,125;1,354167
19/04/2015;1;911,3875;17,495833;20,533333;83,125;1,366667
20/04/2015;0,2;910,091667;18,6375;22,475;80,208333;1,858333
21/04/2015;6,8;910,879167;17,275;20,045833;84,5;1,5875
22/04/2015;32,6;913,354167;15,7125;16,45;95,5;1,708333
23/04/2015;8,2;915,079167;15,3375;16,8625;90,833333;1,7625
24/04/2015;0;914,7125;14,954167;18,85;79,708333;1,666667
25/04/2015;0;916,083333;12,925;16,933333;79;1,754167
26/04/2015;0;916,516667;12,741667;16,45;80,083333;1,35
27/04/2015;0,8;914,875;14,079167;17,7375;81,083333;1,108333
28/04/2015;0;913,5375;13,5125;18,479167;74,708333;1,216667
29/04/2015;0;915,3375;11,7125;15,270833;79,416667;2,6875
30/04/2015;0,4;915,579167;10,845833;14,129167;80,916667;1,779167
01/05/2015;0;913,875;10,858333;15,25;77,5;1,154167
02/05/2015;0;911,883333;11,4125;16,904167;73,416667;1,625
03/05/2015;0;909,666667;14,25;17,716667;81,916667;1,7125
04/05/2015;33,6;910,05;14,275;17,508333;82,875;1,529167
05/05/2015;0;914,879167;13,083333;15,7875;84,25;2,125
06/05/2015;0;914,7875;11,8625;16,475;76,125;1,020833
